NIVEL_ADMINISTRATIVO,GEO_COD,GEO_COD_DSG,POP_RESIDENTE_M,POP_RESIDENTE_F,POP_PRESENTE_M,POP_PRESENTE_F,POP_ATIVA_M,POP_ATIVA_F,POP_EMPREGADA_M,POP_EMPREGADA_F,POP_DESEMPREGADA_M,POP_DESEMPREGADA_F,TAXA_DESEMPREGO_M,TAXA_DESEMPREGO_F,POP_EMPREGADA_SET_PRIMARIO,POP_EMPREGADA_SET_SECUNDARIO,POP_EMPREGADA_SET_TERCIARIO,POP_DESEMPREGADA_PROC_1_EMP_M,POP_DESEMPREGADA_PROC_1_EMP_F,POP_DESEMPREGADA_PROC_NOVO_EMP_M,POP_DESEMPREGADA_PROC_NOVO_EMP_F,DENSIDADE_TOTAL,DENSIDADE_TOTAL_M,DENSIDADE_TOTAL_F,IDADE_MEDIA,M_0_14,M_15_24,M_25_64,M_65_74,M_75,F_0_14,F_15_24,F_25_64,F_65_74,F_75,COD_DISTRITO_INE,COD_CONCELHO_INE,COD_FREGUESIA_INE
6,70201,Arraiolos,1632,1754,1557,1711,890,836,823,744,67,92,7.5280000000000005,11.005000000000001,85,420,1062,12,19,55,73,23.199999999999999,11.199999999999999,12,43.57,226,173,925,155,153,227,170,935,194,228,8,107,1654
6,151003,Arrentela,13782,15104,12810,14457,7252,7436,6164,6293,1088,1143,15.003,15.371,20,2376,10061,217,201,871,942,2841,1355.5,1485.5,39.32,2425,1669,7743,1218,727,2412,1642,8695,1328,1027,17,255,3314
6,61701,Arrifana,683,757,633,715,336,272,314,255,22,17,6.548,6.25,19,179,371,3,3,19,14,60.399999999999999,28.699999999999999,31.800000000000001,45.450000000000003,85,78,375,87,58,95,63,392,92,115,7,105,1644
6,141414,Assentiz,205,223,195,208,99,88,83,82,16,6,16.161999999999999,6.8179999999999996,20,43,102,1,0,15,6,80.799999999999997,38.700000000000003,42.100000000000001,45.259999999999998,28,24,111,25,17,29,19,109,36,30,16,239,3163
6,120901,Atalaia,61,77,57,71,21,22,18,18,3,4,14.286,18.181999999999999,4,9,23,0,0,3,4,7.0999999999999996,3.1000000000000001,4,57.030000000000001,6,1,25,13,16,4,4,26,21,22,14,200,2629
6,170501,Atei,672,680,652,656,326,217,287,153,39,64,11.962999999999999,29.492999999999999,77,160,203,11,21,28,43,54.799999999999997,27.199999999999999,27.600000000000001,40.149999999999999,111,90,358,56,57,103,104,335,65,73,19,273,3714
6,101402,Atouguia da Baleia,4386,4568,4143,4404,2229,1843,1993,1605,236,238,10.587999999999999,12.914,422,819,2357,25,29,211,209,190.40000000000001,93.299999999999997,97.099999999999994,41.859999999999999,746,448,2355,472,365,690,459,2445,491,483,11,162,2270
6,110303,Aveiras de Cima,2282,2480,2190,2422,1153,1087,983,960,170,127,14.744,11.683999999999999,64,545,1334,18,13,152,114,182.09999999999999,87.299999999999997,94.799999999999997,41.729999999999997,383,237,1229,273,160,395,243,1311,284,247,12,168,2339
6,90707,Avelãs de Ambom,24,45,24,48,9,14,9,12,0,2,0,14.286,1,2,18,0,1,0,1,9.1999999999999993,3.2000000000000002,6,54,4,1,10,2,7,5,4,12,5,19,10,141,1948
6,131405,Aves,4075,4383,3912,4314,2125,2111,1773,1623,352,488,16.565000000000001,23.117000000000001,9,1557,1830,49,52,303,436,1373.2,661.60000000000002,711.60000000000002,42.590000000000003,594,500,2289,408,284,521,441,2533,466,422,15,220,2968
6,130703,Avessadas,593,654,552,634,301,243,255,191,46,52,15.282,21.399000000000001,18,199,229,12,17,34,35,204.19999999999999,97.099999999999994,107.09999999999999,38.32,112,86,327,33,35,96,89,374,38,57,15,213,2821
6,130612,Avioso (São Pedro),1862,1964,1922,2015,1090,1060,987,920,103,140,9.4499999999999993,13.208,22,569,1316,12,21,91,119,781.89999999999998,380.5,401.39999999999998,37.350000000000001,349,160,1155,124,74,323,170,1222,133,116,15,212,2804
6,61601,Ázere,320,366,303,359,150,99,132,83,18,16,12,16.161999999999999,39,68,108,1,5,17,11,56.899999999999999,26.600000000000001,30.399999999999999,47.079999999999998,36,48,163,34,39,44,44,147,47,84,7,104,1629
6,160601,Azias,173,204,169,198,52,35,45,31,7,4,13.462,11.429,8,37,31,1,1,6,3,44.700000000000003,20.5,24.199999999999999,50.090000000000003,22,16,80,24,31,20,18,90,25,51,18,264,3474
6,90205,Azinhal,31,32,31,32,9,6,8,6,1,0,11.111000000000001,0,6,3,5,0,0,1,0,5.7999999999999998,2.8999999999999999,3,53.490000000000002,5,1,13,5,7,1,3,12,7,9,10,136,1839
6,150501,Azinheira dos Barros e São Mamede do Sádão,364,340,350,335,165,115,149,94,16,21,9.6969999999999992,18.260999999999999,44,81,118,0,7,16,14,4.0999999999999996,2.1000000000000001,2,48.869999999999997,32,35,213,39,45,33,30,167,49,61,17,250,3277
6,141609,Azoia de Baixo,124,173,120,175,49,45,45,44,4,1,8.1630000000000003,2.222,4,18,67,0,1,4,0,66.700000000000003,27.899999999999999,38.899999999999999,51.020000000000003,28,2,60,9,25,25,11,61,11,65,16,241,3187
6,91108,Badamalos,53,43,48,42,25,11,24,10,1,1,4,9.0909999999999993,6,9,19,1,0,0,1,6.4000000000000004,3.5,2.8999999999999999,49.659999999999997,8,4,27,6,8,4,2,16,10,11,10,145,2050
6,131605,Bagunte,730,759,674,722,384,330,358,290,26,40,6.7709999999999999,12.121,77,285,286,4,9,22,31,161.69999999999999,79.299999999999997,82.400000000000006,40.579999999999998,107,88,428,65,42,106,86,426,71,70,15,223,3006
6,150602,Baixa da Banheira,9985,11100,9352,10728,4835,4823,3864,4029,971,794,20.082999999999998,16.463000000000001,15,1804,6074,173,134,798,660,5265.1999999999998,2493.4000000000001,2771.8000000000002,42.590000000000003,1567,1142,5540,1087,649,1488,1146,6079,1288,1099,17,251,3283
6,100925,Bajouca,1021,983,952,946,542,414,514,368,28,46,5.1660000000000004,11.111000000000001,41,406,435,5,14,23,32,163.30000000000001,83.200000000000003,80.099999999999994,40.289999999999999,167,143,543,118,50,151,122,508,112,90,11,157,2226
6,31001,Balança,158,183,157,181,76,51,72,44,4,7,5.2629999999999999,13.725,13,24,79,0,4,4,3,90.599999999999994,42,48.600000000000001,46.5,18,16,93,14,17,17,22,92,23,29,4,61,828
6,20502,Baleizão,432,470,430,466,231,186,214,163,17,23,7.359,12.366,113,45,219,2,3,15,20,6.5,3.1000000000000001,3.3999999999999999,45.890000000000001,55,40,258,40,39,50,41,233,72,74,3,43,382
6,90302,Baraçal,110,117,111,118,50,30,29,21,21,9,42,30,0,22,28,3,3,18,6,18.600000000000001,9,9.5999999999999996,46.210000000000001,16,14,49,16,15,18,12,51,14,22,10,137,1865
6,30213,Barcelinhos,835,946,777,922,455,433,408,385,47,48,10.33,11.085000000000001,8,347,438,8,8,39,40,646,302.89999999999998,343.10000000000002,42.359999999999999,122,103,474,92,44,121,90,526,108,101,4,54,503
6,30214,Barcelos,2116,2544,2092,2545,1094,1108,927,957,167,151,15.265000000000001,13.628,5,566,1313,35,30,132,121,3581.3000000000002,1626.2,1955.0999999999999,43.780000000000001,284,305,1183,183,161,278,303,1350,271,342,4,54,504
6,30806,Barco,735,775,716,760,392,358,336,301,56,57,14.286,15.922000000000001,19,337,281,8,15,48,42,500.69999999999999,243.69999999999999,257,36.520000000000003,151,105,398,51,30,129,127,414,65,40,4,55,590
6,50304,Barco,211,262,207,261,89,74,80,66,9,8,10.112,10.811,4,54,88,2,2,7,6,33.600000000000001,15,18.600000000000001,51.719999999999999,20,18,100,36,37,28,24,108,37,65,6,80,1311
6,170401,Barqueiros,330,371,308,359,166,119,140,77,26,42,15.663,35.293999999999997,34,66,117,8,25,18,17,150.59999999999999,70.900000000000006,79.700000000000003,42.509999999999998,49,39,186,26,30,48,49,201,28,45,19,272,3707
6,182101,Barreiro de Besteiros,460,515,439,498,218,153,197,138,21,15,9.6329999999999991,9.8040000000000003,61,148,126,2,6,19,9,26.399999999999999,12.4,13.9,49.719999999999999,34,43,249,71,63,47,51,252,78,87,20,303,4182
6,171204,Barreiros,89,88,90,85,37,14,33,12,4,2,10.811,14.286,19,9,17,0,2,4,0,25.100000000000001,12.6,12.5,53.289999999999999,8,5,43,12,21,6,11,37,17,17,19,280,3813
6,182302,Barreiros,142,158,138,156,69,50,60,42,9,8,13.042999999999999,16,5,26,71,2,2,7,6,49.899999999999999,23.600000000000001,26.300000000000001,46.579999999999998,22,11,81,16,12,15,17,77,29,20,20,305,4216
6,50408,Barroca,244,252,224,246,80,50,74,36,6,14,7.5,28,1,61,48,0,4,6,10,21.5,10.6,10.9,53.439999999999998,20,23,113,53,35,15,17,105,65,50,6,81,1347
6,180201,Beijós,477,498,434,469,218,148,201,134,17,14,7.798,9.4589999999999996,50,126,159,1,5,16,9,77.799999999999997,38.100000000000001,39.799999999999997,46.479999999999997,55,67,245,57,53,53,52,233,70,90,20,284,3908
6,40302,Beira Grande,72,72,71,72,36,34,34,32,2,2,5.556,5.8819999999999997,29,4,33,0,0,2,2,9.8000000000000007,4.9000000000000004,4.9000000000000004,54.82,2,3,39,17,11,4,4,40,14,10,5,68,1050
6,160707,Beiral do Lima,260,298,256,296,124,79,100,72,24,7,19.355,8.8610000000000007,16,81,75,3,2,21,5,76.299999999999997,35.5,40.700000000000003,47.920000000000002,25,30,149,31,25,19,33,158,45,43,18,265,3505
6,111104,Belas,12691,13396,12089,12968,6797,6885,5978,6047,819,838,12.048999999999999,12.170999999999999,22,2095,9908,159,149,660,689,1142.2,555.70000000000005,586.60000000000002,35.960000000000001,2761,1453,7447,664,366,2495,1422,7917,863,699,12,177,2480
6,60402,Belide,116,129,111,126,58,48,52,45,6,3,10.345000000000001,6.25,1,25,71,2,2,4,1,313.39999999999998,148.40000000000001,165,48.549999999999997,12,12,66,12,14,13,11,60,17,28,7,92,1508
6,50101,Belmonte,1497,1686,1436,1631,740,706,612,591,128,115,17.297000000000001,16.289000000000001,31,367,805,33,25,95,90,103,48.399999999999999,54.600000000000001,44.289999999999999,215,173,817,141,151,214,159,889,150,274,6,78,1279
6,120902,Belver,302,382,288,369,64,58,58,51,6,7,9.375,12.069000000000001,9,14,86,0,3,6,4,9.8000000000000007,4.2999999999999998,5.5,62.100000000000001,18,8,111,75,90,19,14,112,89,148,14,200,2630
6,40802,Bemposta,295,307,288,293,141,65,131,57,10,8,7.0919999999999996,12.308,15,89,84,2,4,8,4,15.9,7.7999999999999998,8.0999999999999996,49.609999999999999,20,31,169,39,36,25,30,140,63,49,5,73,1167
6,140501,Benavente,4443,4731,4218,4602,2339,2199,2023,1878,316,321,13.51,14.598000000000001,252,998,2651,42,47,274,274,70.400000000000006,34.100000000000001,36.299999999999997,40.719999999999999,799,520,2397,429,298,729,460,2556,519,467,16,229,3091
6,120304,Benavila,396,465,380,452,128,132,108,103,20,29,15.625,21.969999999999999,37,17,157,1,9,19,20,13,6,7,48.43,45,61,162,48,80,50,73,174,66,102,14,194,2597
6,141803,Beselga,365,386,348,381,154,124,136,114,18,10,11.688000000000001,8.0649999999999995,8,67,175,4,2,14,8,54.399999999999999,26.399999999999999,28,48.340000000000003,40,46,191,45,43,36,28,184,71,67,16,243,3214
6,131005,Besteiros,707,741,686,731,404,305,366,268,38,37,9.4060000000000006,12.131,14,295,325,2,4,36,33,680.79999999999995,332.39999999999998,348.39999999999998,37.159999999999997,129,112,393,48,25,132,99,413,52,45,15,216,2880
6,160502,Bico,220,246,204,236,103,70,86,61,17,9,16.504999999999999,12.856999999999999,22,52,73,0,3,17,6,53.700000000000003,25.300000000000001,28.300000000000001,50.380000000000003,27,23,116,26,28,21,12,107,40,66,18,263,3454
6,160709,Boalhosa,71,92,71,95,27,22,25,20,2,2,7.407,9.0909999999999993,20,13,12,0,0,2,2,74.5,32.5,42.100000000000001,48.439999999999998,9,7,35,11,9,10,7,32,29,14,18,265,3507
6,170304,Bobadela,52,53,47,49,17,4,12,4,5,0,29.411999999999999,0,6,2,8,1,0,4,0,20.100000000000001,9.9000000000000004,10.1,60.729999999999997,1,3,24,10,14,2,3,20,11,17,19,271,3659
6,131102,Boelhe,796,850,760,849,419,281,377,217,42,64,10.023999999999999,22.776,16,373,205,4,27,38,37,321.5,155.5,166,35.689999999999998,159,110,442,57,28,170,123,452,64,41,15,217,2901
6,50305,Boidobra,1606,1640,1570,1613,874,829,767,727,107,102,12.243,12.304,32,388,1074,16,11,91,91,199.59999999999999,98.799999999999997,100.90000000000001,39.210000000000001,290,185,951,111,69,246,184,975,118,117,6,80,1312
6,60515,Bom Sucesso,999,1134,925,1107,466,391,436,339,30,52,6.4379999999999997,13.298999999999999,61,293,421,7,6,23,46,35.299999999999997,16.600000000000001,18.800000000000001,46.240000000000002,111,113,545,130,100,130,95,562,182,165,7,93,1519
6,131202,Bonfim,10674,13591,10541,13605,5155,5467,4190,4609,965,858,18.719999999999999,15.693999999999999,14,1124,7661,176,171,789,687,7836.8000000000002,3447.4000000000001,4389.5,47.18,1283,1219,5811,1249,1112,1195,1182,6991,1858,2365,15,218,2939
6,70301,Borba (Matriz),1878,1901,1782,1823,919,781,805,671,114,110,12.404999999999999,14.085000000000001,123,374,979,20,13,94,97,91.5,45.5,46,44.82,244,197,1031,201,205,242,173,993,214,279,8,108,1661
6,30503,Borba de Montanha,595,699,552,682,293,203,256,166,37,37,12.628,18.227,38,183,201,6,13,31,24,118.8,54.600000000000001,64.200000000000003,40.899999999999999,110,75,308,48,54,110,97,330,70,92,4,57,730
6,60517,Borda do Campo,406,441,384,431,180,171,170,160,10,11,5.556,6.4329999999999998,18,131,181,2,4,8,7,85.400000000000006,41,44.5,48.789999999999999,49,38,209,56,54,38,33,228,67,75,7,93,1520
6,60308,Botão,750,838,719,830,359,341,331,320,28,21,7.7990000000000004,6.1580000000000004,3,225,423,4,4,24,17,92,43.399999999999999,48.5,43.909999999999997,95,69,436,97,53,108,78,464,95,93,7,91,1482
6,131803,Bougado (São Martinho),7205,7985,6867,7760,4131,3853,3578,3062,553,791,13.387,20.529,44,3064,3532,60,120,493,671,1051.7,498.89999999999998,552.89999999999998,38.740000000000002,1112,1050,4249,501,293,1241,972,4628,617,527,15,221,2991
6,30120,Bouro (Santa Marta),238,252,231,251,113,67,92,56,21,11,18.584,16.417999999999999,15,41,92,0,2,21,9,51.600000000000001,25.100000000000001,26.5,44.170000000000002,32,30,121,32,23,33,32,126,33,28,4,53,470
6,30351,Braga (São Vítor),13930,15712,14056,16521,7671,8059,6632,6855,1039,1204,13.545,14.94,29,2719,10739,248,279,791,925,7258.5,3411.0999999999999,3847.4000000000001,37.799999999999997,2543,1713,8187,878,609,2398,1754,9414,1071,1075,4,55,596
6,140905,Branca,729,745,687,715,368,298,326,257,42,41,11.413,13.757999999999999,156,131,296,2,5,40,36,12.6,6.2000000000000002,6.4000000000000004,47.359999999999999,95,53,390,91,100,83,54,383,113,112,16,233,3113
6,111502,Brandoa,8535,9270,8129,9017,4195,4265,3282,3585,913,680,21.763999999999999,15.943999999999999,10,1327,5530,150,125,763,555,8014.6999999999998,3841.9000000000001,4172.8000000000002,39.170000000000002,1604,1083,4511,962,375,1585,1084,4897,1048,656,12,166,2324
6,160603,Bravães,283,346,268,335,143,113,129,95,14,18,9.7899999999999991,15.929,16,100,108,3,11,11,7,150.80000000000001,67.799999999999997,82.900000000000006,43.149999999999999,40,41,145,32,25,49,37,169,45,46,18,264,3476
6,30841,Briteiros (Salvador),471,509,453,498,242,231,202,207,40,24,16.529,10.390000000000001,11,250,148,6,5,34,19,226,108.59999999999999,117.40000000000001,39.020000000000003,89,60,271,29,22,81,66,279,39,44,4,55,598
6,180504,Britiande,433,501,408,469,219,178,193,148,26,30,11.872,16.853999999999999,39,69,233,2,8,24,22,194.69999999999999,90.299999999999997,104.5,45.810000000000002,52,45,246,48,42,55,56,265,60,65,20,287,3956
6,40803,Bruçó,102,109,97,106,22,18,22,17,0,1,0,5.556,12,6,21,0,0,0,1,6.5,3.2000000000000002,3.3999999999999999,62.060000000000002,6,2,37,22,35,5,7,31,20,46,5,73,1168
6,31206,Brufe,1072,1159,1039,1133,556,525,483,436,73,89,13.129,16.951999999999998,10,369,540,10,15,63,74,896.29999999999995,430.69999999999999,465.60000000000002,42.020000000000003,168,127,607,102,68,141,122,657,120,119,4,63,873
6,81502,Budens,763,757,800,788,354,294,297,243,57,51,16.102,17.347000000000001,19,83,438,10,5,47,46,33.299999999999997,16.699999999999999,16.600000000000001,47.399999999999999,86,78,399,118,82,78,64,417,100,98,9,133,1815
6,131406,Burgães,1013,1084,985,1067,565,510,479,407,86,103,15.221,20.196000000000002,6,379,501,9,8,77,95,314,151.69999999999999,162.30000000000001,41.899999999999999,138,139,602,75,59,129,131,614,107,103,15,220,2969
6,131103,Bustelo,734,845,706,822,412,352,375,325,37,27,8.9809999999999999,7.6699999999999999,15,321,364,8,10,29,17,249.19999999999999,115.8,133.40000000000001,41,98,110,416,56,54,116,115,464,73,77,15,217,2902
6,11401,Bustos,1253,1399,1199,1350,653,582,591,518,62,64,9.4949999999999992,10.997,31,442,636,7,9,55,55,250.40000000000001,118.3,132.09999999999999,43.619999999999997,181,160,654,143,115,194,112,711,171,211,1,13,134
6,31308,Cabanelas,1032,1070,971,1050,545,409,467,319,78,90,14.311999999999999,22.004999999999999,14,465,307,12,14,66,76,311.89999999999998,153.09999999999999,158.80000000000001,36.25,193,164,576,60,39,223,145,557,72,73,4,64,922
6,131104,Cabeça Santa,1244,1284,1134,1260,682,483,607,406,75,77,10.997,15.942,17,638,358,9,14,66,63,364.80000000000001,179.5,185.30000000000001,36.799999999999997,249,173,706,67,49,229,173,712,90,80,15,217,2903
6,180303,Cabril,204,210,193,199,70,36,62,32,8,4,11.429,11.111000000000001,42,12,40,2,4,6,0,18.800000000000001,9.3000000000000007,9.5,49.939999999999998,20,20,96,38,30,29,13,95,40,33,20,285,3917
6,81401,Cachopo,359,357,360,357,108,64,101,60,7,4,6.4809999999999999,6.25,30,38,93,0,1,7,3,3.5,1.8,1.8,64.430000000000007,16,12,120,71,140,12,16,103,88,138,9,121,1746
6,10502,Cacia,3599,3755,3424,3635,1917,1659,1724,1432,193,227,10.068,13.683,23,1266,1867,18,34,175,193,205.69999999999999,100.7,105,40.689999999999998,545,429,2074,275,276,567,413,2128,329,318,1,5,65
6,60602,Cadafaz,94,96,88,91,32,14,28,10,4,4,12.5,28.571000000000002,6,18,14,0,0,4,4,5.0999999999999996,2.5,2.6000000000000001,58.149999999999999,8,6,36,12,32,9,3,32,20,32,7,94,1536
6,50204,Cafede,122,141,118,139,59,46,53,39,6,7,10.169,15.217000000000001,3,30,59,0,1,6,6,17,7.9000000000000004,9.0999999999999996,49.310000000000002,9,6,74,17,16,18,13,69,18,23,6,79,1287
6,10927,Caldas de São Jorge,1330,1386,1260,1347,728,673,639,549,89,124,12.225,18.425000000000001,6,581,601,19,24,70,100,487.60000000000002,238.80000000000001,248.80000000000001,40.950000000000003,201,177,753,123,76,197,157,776,131,125,1,15,150
6,31402,Caldas de Vizela (São João),1635,1776,1576,1734,868,821,724,677,144,144,16.59,17.539999999999999,5,747,649,22,26,122,118,962.79999999999995,461.5,501.30000000000001,40.68,234,251,935,134,81,241,227,1018,158,132,4,65,973
6,31403,Caldas de Vizela (São Miguel),3495,3727,3355,3632,1910,1870,1624,1574,286,296,14.974,15.829000000000001,4,1746,1448,53,53,233,243,1744.0999999999999,844,900.10000000000002,38.93,576,458,2066,252,143,550,425,2210,302,240,4,65,974
6,30808,Caldelas,2802,2921,2697,2851,1495,1527,1302,1317,193,210,12.91,13.752000000000001,15,1159,1445,39,42,154,168,2124.6999999999998,1040.3,1084.4000000000001,37.270000000000003,523,373,1639,173,94,461,350,1750,191,169,4,55,603
6,170306,Calvão,159,194,156,192,49,34,42,31,7,3,14.286,8.8239999999999998,20,16,37,1,1,6,2,17.800000000000001,8,9.8000000000000007,54.979999999999997,8,10,73,33,35,18,14,76,51,35,19,271,3661
6,40205,Calvelhe,40,57,40,56,18,10,17,10,1,0,5.556,0,13,1,13,0,0,1,0,4.2999999999999998,1.8,2.5,54.210000000000001,4,3,22,5,6,4,4,19,12,18,5,67,1006
6,111302,Campelos,1378,1449,1293,1413,741,616,688,570,53,46,7.1520000000000001,7.468,151,465,642,5,4,48,42,116.5,56.799999999999997,59.700000000000003,41,234,158,759,134,93,207,154,796,143,149,12,179,2501
6,182403,Campia,748,794,682,739,386,338,366,316,20,22,5.181,6.5090000000000003,94,294,294,6,2,14,20,39.299999999999997,19.100000000000001,20.199999999999999,45.119999999999997,101,95,371,88,93,87,94,388,109,116,20,306,4251
6,131502,Campo,4538,4659,4374,4568,2489,2084,2110,1675,379,409,15.227,19.626000000000001,18,1487,2280,35,72,344,337,836,412.5,423.5,37.780000000000001,787,571,2741,283,156,788,495,2751,385,240,15,222,2998
6,182306,Campo,2480,2545,2321,2431,1272,1073,1118,909,154,164,12.106999999999999,15.284000000000001,17,409,1601,26,31,128,133,309.39999999999998,152.69999999999999,156.69999999999999,39.32,435,289,1391,241,124,443,243,1437,248,174,20,305,4220
6,110609,Campo Grande,4679,5835,5267,6651,2449,2612,2199,2372,250,240,10.208,9.1880000000000006,21,468,4082,46,55,204,185,4296.1000000000004,1911.9000000000001,2384.1999999999998,44.490000000000002,718,519,2559,414,469,681,543,2932,627,1052,12,171,2370
6,110610,Campolide,7468,7992,7580,8089,3597,3570,3089,3178,508,392,14.122999999999999,10.98,18,748,5501,68,77,440,315,5571.8999999999996,2691.5,2880.4000000000001,44.890000000000001,936,844,4280,729,679,872,709,4096,970,1345,12,171,2371
6,161001,Campos,656,711,635,688,345,321,313,284,32,37,9.2750000000000004,11.526,15,240,342,3,4,29,33,259.5,124.5,135,41.609999999999999,106,61,375,63,51,99,82,374,74,82,18,268,3606
6,30905,Campos,525,521,517,519,239,226,218,204,21,22,8.7870000000000008,9.7349999999999994,10,221,191,3,9,18,13,321.10000000000002,161.19999999999999,159.90000000000001,38.880000000000003,108,56,298,41,22,77,55,317,38,34,4,60,803
6,170701,Candedo,497,505,479,497,208,61,185,47,23,14,11.058,22.951000000000001,157,19,56,14,6,9,8,34.799999999999997,17.300000000000001,17.5,49.020000000000003,60,65,233,68,71,42,46,225,106,86,19,275,3757
6,131703,Canelas,6525,6934,6289,6814,3700,3474,3133,2788,567,686,15.324,19.747,19,1802,4100,91,98,476,588,1950.2,945.5,1004.7,37.380000000000003,1243,795,3861,390,236,1142,760,4188,446,398,15,224,3034
