,COD_ACIDENTE,DISTRITO,LATITUDE,LONGITUDE,VIA,KM,QT_FLIGEIROS,QT_FGRAVES,QT_MORTOS,QT_VIAS_SENTIDO,VEL_LIM_LOCAL,BERMA_VIA,CONDICAO_ADERENCIA,FAIXA_RODAGEM,FATOR_ATMOSFERICO,INTERSECAO_VIA,LOCALIZACAO,LUMINOSIDADE,PERFIL_VIA,PLANTA_VIA,SITUACAO_ACIDENTE,TIPO_NATUREZA,DIA_SEMANA,FLAG_FERIADO,QT_VEICULOS,COD_FREGUESIA,DATA,HORA,GRAVIDADE,ERA_DIA,MAU_TEMPO,ESTRADA_SECA,DENSIDADE_TOTAL,COD_DISTRITO_INE,COD_CONCELHO_INE,COD_FREGUESIA_INE,TOTAL
51227,2008344019,Braga,41.448867,-8.344764999999999,ER206,39.2,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SÁBADO       ,0,2,68,2008-10-01,15,ligeiro,Sim,Nao,Sim,783.2,1,5,68,13431
51228,2007288473,Braga,41.551905,-8.581041,ER205,27.3,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,4,68,2007-07-05,14,ligeiro,Sim,Nao,Sim,783.2,1,5,68,13431
51229,2011547981,Braga,41.443529999999996,-8.329017,A11,43.09,1,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,SEGUNDA-FEIRA,0,1,68,2011-06-08,15,ligeiro,Sim,Nao,Sim,783.2,1,5,68,13431
51230,2008304747,Braga,41.447864,-8.344221000000001,ER206,39.32,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SEXTA-FEIRA  ,1,2,68,2007-12-08,12,ligeiro,Sim,Nao,Sim,783.2,1,5,68,13431
51231,2011540682,Braga,41.451953,-8.336321,A11,41.9,2,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Despiste,QUARTA-FEIRA ,0,1,68,2011-05-07,17,ligeiro,Sim,Nao,Sim,783.2,1,5,68,13431
51232,2007281939,Braga,41.506705,-8.471611,A3,42.43,1,0,0,1.0,40,Berma pavimentada,Com óleo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,QUINTA-FEIRA ,0,2,62,2007-05-11,9,ligeiro,Sim,Nao,Nao,95.4,1,4,62,1029
51233,2007289598,Braga,41.505602,-8.471943,A3,42.3,1,0,0,3.0,40,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Em via de aceleração,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,TERÇA-FEIRA  ,0,1,62,2007-07-05,18,ligeiro,Sim,Nao,Sim,95.4,1,4,62,1029
51234,2009349169,Braga,41.506951,-8.478646000000001,EN(d)103-2,3.5,2,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,QUINTA-FEIRA ,0,1,62,2008-11-25,13,ligeiro,Sim,Nao,Sim,95.4,1,4,62,1029
51235,2010453757,Braga,41.50651,-8.478317,EN(d)103-2,3.56,1,0,0,2.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,62,2010-03-02,12,ligeiro,Sim,Nao,Sim,95.4,1,4,62,1029
51236,2013663289,Braga,41.506705,-8.471611,A3,42.43,2,0,0,3.0,40,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,"Noite, com iluminação",Com inclinação,Curva,Em plena via,Despiste,QUARTA-FEIRA ,0,1,62,2012-11-04,0,ligeiro,Nao,Sim,Nao,95.4,1,4,62,1029
51237,2009409743,Braga,41.506705,-8.471611,A3,42.43,1,0,0,2.0,60,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,62,2009-08-06,16,ligeiro,Sim,Nao,Sim,95.4,1,4,62,1029
51238,2007282259,Braga,41.401934999999995,-8.223684,EN101,123.9,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,NÃO DEFINIDO,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Na berma,Despiste,SEXTA-FEIRA  ,0,1,67,2007-05-06,21,ligeiro,Nao,Nao,Sim,333.5,1,5,67,5571
51239,2010452556,Braga,41.400605999999996,-8.224704,EN101,124.12,1,0,0,2.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Despiste,QUARTA-FEIRA ,0,1,67,2010-03-06,9,ligeiro,Sim,Nao,Sim,333.5,1,5,67,5571
51240,2010463524,Braga,41.406949,-8.22908,EN101,123.0,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Aurora ou crepúsculo,Em patamar,Recta,Na berma,Despiste,QUINTA-FEIRA ,0,1,67,2010-05-08,6,ligeiro,Nao,Nao,Sim,333.5,1,5,67,5571
51241,2011511675,Braga,41.40566,-8.228911,EN101,123.15,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Em plena via,Atropelamento,SEGUNDA-FEIRA,0,1,67,2010-12-31,18,ligeiro,Nao,Nao,Sim,333.5,1,5,67,5571
51242,2012597518,Braga,41.401582,-8.224713000000001,EN101,124.0,1,0,0,1.0,50,Berma pavimentada,Molhado,Sentido único,Nevoeiro,Em cruzamento,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Atropelamento,TERÇA-FEIRA  ,0,1,67,2012-01-06,7,ligeiro,Sim,Sim,Nao,333.5,1,5,67,5571
51243,2012638507,Braga,41.401934999999995,-8.223684,EN101,123.9,2,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,SÁBADO       ,0,2,67,2012-08-30,14,ligeiro,Sim,Nao,Sim,333.5,1,5,67,5571
51244,2008337031,Braga,41.395032,-8.22353,EN101,124.85,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Fora das localidades,"Noite, sem iluminação",Com inclinação,Curva,Em plena via,Despiste,DOMINGO      ,0,1,67,2008-08-28,21,ligeiro,Nao,Nao,Sim,333.5,1,5,67,5571
51245,2010477574,Braga,41.401582,-8.224713000000001,EN101,124.0,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SÁBADO       ,0,2,67,2010-07-06,7,ligeiro,Sim,Nao,Sim,333.5,1,5,67,5571
51246,2011523779,Braga,41.403855,-8.227665,EN101,123.4,1,0,0,1.0,50,Berma não pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Curva,Em plena via,Despiste,QUINTA-FEIRA ,0,1,67,2011-02-12,2,ligeiro,Nao,Sim,Nao,333.5,1,5,67,5571
51247,2012612572,Braga,41.402279,-8.223402,EN101,123.85,1,0,0,1.0,50,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,Em entroncamento,Dentro das localidades,"Noite, sem iluminação",Com inclinação,Recta,Na berma,Despiste,QUINTA-FEIRA ,1,1,67,2012-04-25,21,ligeiro,Nao,Sim,Nao,333.5,1,5,67,5571
51248,2008310607,Braga,41.397506,-8.223818,EN101,124.5,2,0,0,2.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Despiste,SEXTA-FEIRA  ,0,1,67,2008-02-09,17,ligeiro,Sim,Nao,Sim,333.5,1,5,67,5571
51249,2008333890,Braga,41.402,-8.223543,EN101,123.89,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Despiste,DOMINGO      ,0,1,67,2008-07-25,15,ligeiro,Sim,Sim,Nao,333.5,1,5,67,5571
51250,2009417786,Braga,41.406634000000004,-8.225247,A7,49.04,2,0,3,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Despiste,TERÇA-FEIRA  ,0,1,67,2009-09-27,17,muito grave,Sim,Nao,Sim,333.5,1,5,67,5571
51251,2011563318,Braga,41.402705,-8.223469,EN101,123.8,1,0,0,2.0,90,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Despiste,SEGUNDA-FEIRA,0,1,67,2011-08-27,18,ligeiro,Sim,Nao,Sim,333.5,1,5,67,5571
51252,2007275100,Braga,41.500096,-8.68518,ER205,16.1,6,0,0,1.0,40,Berma pavimentada,Molhado,Dois sentidos,Chuva,Em entroncamento,Dentro das localidades,"Noite, com iluminação",Em patamar,Curva,Em plena via,Colisão,QUARTA-FEIRA ,0,2,87,2007-02-20,1,ligeiro,Nao,Sim,Nao,1722.0,1,7,87,10363
51253,2007289761,Braga,41.496065,-8.686438,A11,5.4,1,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Despiste,SEXTA-FEIRA  ,0,1,87,2007-07-30,10,ligeiro,Sim,Nao,Sim,1722.0,1,7,87,10363
51254,2007300517,Braga,41.493107,-8.691525,ER205,15.1,0,0,1,1.0,80,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Atropelamento,SEXTA-FEIRA  ,0,1,87,2007-11-10,18,ligeiro,Nao,Nao,Sim,1722.0,1,7,87,10363
51255,2007292129,Braga,41.499551000000004,-8.67545,A11,6.4,3,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Despiste,QUINTA-FEIRA ,0,1,87,2007-08-10,18,ligeiro,Sim,Nao,Sim,1722.0,1,7,87,10363
51256,2008333974,Braga,41.499855,-8.67313,A11,6.6,2,0,0,2.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,DOMINGO      ,0,2,87,2008-07-25,10,ligeiro,Sim,Sim,Nao,1722.0,1,7,87,10363
51257,2009383227,Braga,41.499736,-8.679311,ER205,16.6,2,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,87,2009-05-25,18,ligeiro,Sim,Nao,Sim,1722.0,1,7,87,10363
51258,2010423407,Braga,41.500096,-8.68518,ER205,16.1,4,0,0,1.0,50,Berma pavimentada,Com óleo,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Curva,Em plena via,Colisão,QUINTA-FEIRA ,0,2,87,2009-10-04,3,ligeiro,Nao,Sim,Nao,1722.0,1,7,87,10363
51259,2010456969,Braga,41.499586,-8.682238,ER205,16.35,2,0,0,2.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,DOMINGO      ,0,2,87,2010-04-18,10,ligeiro,Sim,Nao,Sim,1722.0,1,7,87,10363
51260,2010463498,Braga,41.493107,-8.691525,ER205,15.1,2,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SÁBADO       ,0,3,87,2010-05-04,8,ligeiro,Sim,Nao,Sim,1722.0,1,7,87,10363
