,COD_ACIDENTE,DISTRITO,LATITUDE,LONGITUDE,VIA,KM,QT_FLIGEIROS,QT_FGRAVES,QT_MORTOS,QT_VIAS_SENTIDO,VEL_LIM_LOCAL,BERMA_VIA,CONDICAO_ADERENCIA,FAIXA_RODAGEM,FATOR_ATMOSFERICO,INTERSECAO_VIA,LOCALIZACAO,LUMINOSIDADE,PERFIL_VIA,PLANTA_VIA,SITUACAO_ACIDENTE,TIPO_NATUREZA,DIA_SEMANA,FLAG_FERIADO,QT_VEICULOS,COD_FREGUESIA,DATA,HORA,GRAVIDADE,ERA_DIA,MAU_TEMPO,ESTRADA_SECA,DENSIDADE_TOTAL,COD_DISTRITO_INE,COD_CONCELHO_INE,COD_FREGUESIA_INE,TOTAL
42037,2009373814,Braga,41.611608000000004,-8.246616,EN103,59.95,4,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,3,10,2009-04-23,7,ligeiro,Sim,Nao,Sim,379.6,1,1,10,3258
42039,2007271402,Braga,41.611606,-8.24697,EN103,59.92,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,NÃO DEFINIDO,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,SÁBADO       ,0,3,10,2007-01-08,10,ligeiro,Sim,Sim,Nao,379.6,1,1,10,3258
42068,2008333973,Braga,41.416796000000005,-8.238649,EN101,120.8,1,0,0,1.0,90,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,DOMINGO      ,0,2,10,2008-07-25,15,ligeiro,Sim,Sim,Nao,379.6,1,1,10,3258
42071,2008344532,Braga,41.370670000000004,-8.084056,ER101-4,13.9,1,0,0,1.0,50,Sem berma ou impraticável,Húmido,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Em patamar,Recta,Em plena via,Despiste,QUARTA-FEIRA ,0,1,10,2008-10-27,22,ligeiro,Nao,Sim,Nao,379.6,1,1,10,3258
42107,2012583022,Braga,41.4075,-8.422977000000001,A7,29.09,1,0,0,3.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Despiste,TERÇA-FEIRA  ,0,1,10,2011-11-21,16,ligeiro,Sim,Sim,Nao,379.6,1,1,10,3258
42136,2012597507,Braga,41.406406,-8.430149,A7,28.48,1,0,0,3.0,120,Berma pavimentada,Molhado,Sentido único,Nevoeiro,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Despiste,TERÇA-FEIRA  ,0,1,10,2012-01-06,8,ligeiro,Sim,Sim,Nao,379.6,1,1,10,3258
42137,2012608196,Braga,41.61261,-8.242389,EN103,60.35,4,0,0,1.0,90,Sem berma ou impraticável,Húmido,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Despiste,SÁBADO       ,0,1,10,2012-03-18,16,ligeiro,Sim,Sim,Nao,379.6,1,1,10,3258
42157,2008339948,Braga,41.413076000000004,-8.236158999999999,EN101,121.95,0,1,0,2.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Atropelamento,SEXTA-FEIRA  ,0,1,10,2008-09-13,20,ligeiro,Nao,Nao,Sim,379.6,1,1,10,3258
42183,2009373227,Braga,41.604925,-8.132959,EN304,93.0,1,0,0,1.0,90,Sem berma ou impraticável,Húmido,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Despiste,QUINTA-FEIRA ,0,1,10,2009-04-11,19,ligeiro,Sim,Sim,Nao,379.6,1,1,10,3258
42217,2012591633,Braga,41.612665,-8.242988,EN103,60.3,1,0,0,1.0,50,Berma pavimentada,Húmido,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Curva,Na berma,Despiste,TERÇA-FEIRA  ,0,1,10,2011-12-31,16,ligeiro,Sim,Nao,Nao,379.6,1,1,10,3258
42286,2012583030,Braga,41.613141,-8.251392,EN103,59.45,2,0,0,2.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Em entroncamento,Fora das localidades,"Noite, sem iluminação",Com inclinação,Curva,Em plena via,Despiste,SÁBADO       ,0,1,10,2011-11-13,16,ligeiro,Nao,Sim,Nao,379.6,1,1,10,3258
42301,2011527200,Braga,41.612665,-8.242988,EN103,60.3,1,0,0,1.0,90,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Curva,Na berma,Despiste,SEGUNDA-FEIRA,0,1,10,2011-03-26,10,ligeiro,Sim,Sim,Nao,379.6,1,1,10,3258
42314,2009367535,Braga,41.565419,-8.546261,ER205,30.85,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Curva,Na berma,Despiste,QUARTA-FEIRA ,0,1,10,2009-03-07,10,ligeiro,Sim,Nao,Sim,379.6,1,1,10,3258
42327,2010424036,Braga,41.611614,-8.246027,EN103,60.0,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,SÁBADO       ,0,2,10,2009-10-28,14,ligeiro,Sim,Nao,Sim,379.6,1,1,10,3258
42342,2010446589,Braga,41.612665,-8.242988,EN103,60.3,1,0,0,2.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Aurora ou crepúsculo,Com inclinação,Curva,Em plena via,Despiste,SEGUNDA-FEIRA,0,1,10,2010-02-21,22,ligeiro,Nao,Sim,Nao,379.6,1,1,10,3258
42363,2007300168,Braga,41.613718,-8.252156,EN103,59.35,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,NÃO DEFINIDO,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Na berma,Despiste,SÁBADO       ,0,1,10,2007-10-24,10,ligeiro,Sim,Sim,Nao,379.6,1,1,10,3258
42397,2008327078,Braga,41.417533,-8.24003,EN101,120.45,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, sem iluminação",Com inclinação,Recta,Em plena via,Atropelamento,SEGUNDA-FEIRA,0,1,10,2008-05-24,21,ligeiro,Nao,Sim,Nao,379.6,1,1,10,3258
42398,2007272557,Braga,41.574584,-8.430907000000001,EN101,89.2,1,1,0,2.0,100,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Com inclinação,Recta,Em plena via,Despiste,QUARTA-FEIRA ,0,2,10,2007-01-28,19,ligeiro,Nao,Nao,Sim,379.6,1,1,10,3258
42405,2011529598,Braga,41.582826000000004,-8.435302,EN101,88.2,1,0,0,2.0,100,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,10,2011-04-26,9,ligeiro,Sim,Nao,Sim,379.6,1,1,10,3258
42440,2007271120,Braga,41.498123,-8.413289,EN101,97.52,3,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,DOMINGO      ,0,2,59,2007-01-14,9,ligeiro,Sim,Nao,Sim,97.8,1,4,59,2253
42441,2008321393,Braga,41.500594,-8.415787,EN101,97.1,2,0,0,1.0,90,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,59,2008-03-28,12,ligeiro,Sim,Sim,Nao,97.8,1,4,59,2253
42442,2010433757,Braga,41.499491,-8.414619,EN101,97.3,1,0,0,1.0,50,Sem berma ou impraticável,Húmido,Sentido único,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,59,2009-12-04,18,ligeiro,Nao,Nao,Nao,97.8,1,4,59,2253
42443,2010442867,Braga,41.502305,-8.416535000000001,EN101,96.9,2,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Em plena via,Despiste,SEXTA-FEIRA  ,0,1,59,2010-01-27,6,ligeiro,Nao,Nao,Sim,97.8,1,4,59,2253
42444,2011514517,Braga,41.499697999999995,-8.425885000000001,A11,32.3,1,0,0,3.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,SÁBADO       ,0,1,59,2010-12-07,10,ligeiro,Sim,Sim,Nao,97.8,1,4,59,2253
42445,2010429506,Braga,41.500594,-8.415787,EN101,97.1,1,0,0,1.0,50,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Despiste,DOMINGO      ,0,2,59,2009-11-27,8,ligeiro,Sim,Sim,Nao,97.8,1,4,59,2253
42446,2008321376,Braga,41.502305,-8.416535000000001,EN101,96.9,1,0,0,1.0,50,Sem berma ou impraticável,Húmido,Dois sentidos,NÃO DEFINIDO,Em entroncamento,Dentro das localidades,Aurora ou crepúsculo,Com inclinação,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,59,2008-03-18,6,ligeiro,Nao,Sim,Nao,97.8,1,4,59,2253
42447,2009373729,Braga,41.498652,-8.414338,EN101,97.4,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Curva,Na berma,Despiste,SÁBADO       ,0,1,59,2009-04-07,20,ligeiro,Nao,Nao,Sim,97.8,1,4,59,2253
42448,2010456375,Braga,41.495206,-8.417659,A11,33.15,1,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Com inclinação,Recta,Em plena via,Despiste,QUINTA-FEIRA ,0,1,59,2010-04-10,2,ligeiro,Nao,Nao,Sim,97.8,1,4,59,2253
42449,2007272870,Braga,41.500594,-8.415787,EN101,97.1,1,0,0,1.0,90,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,SEXTA-FEIRA  ,0,4,59,2007-01-18,12,ligeiro,Sim,Sim,Nao,97.8,1,4,59,2253
42450,2009373768,Braga,41.50083,-8.415958,EN101,97.07,2,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,DOMINGO      ,0,2,59,2009-04-13,14,ligeiro,Sim,Sim,Nao,97.8,1,4,59,2253
42451,2007295438,Braga,41.499491,-8.414619,EN101,97.3,2,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,4,59,2007-09-16,10,ligeiro,Sim,Nao,Sim,97.8,1,4,59,2253
42452,2012608162,Braga,41.498109,-8.413457000000001,EN101,97.5,2,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Na berma,Despiste,SÁBADO       ,0,1,59,2012-03-12,9,ligeiro,Sim,Sim,Nao,97.8,1,4,59,2253
42453,2008303861,Braga,41.500353999999994,-8.414655999999999,EN101,97.2,2,0,0,2.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Despiste,TERÇA-FEIRA  ,0,1,59,2007-12-23,15,ligeiro,Sim,Nao,Sim,97.8,1,4,59,2253
42454,2011529593,Braga,41.500594,-8.415787,EN101,97.1,2,0,0,1.0,50,Berma não pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,59,2011-04-21,13,ligeiro,Sim,Sim,Nao,97.8,1,4,59,2253
42455,2009399752,Braga,41.500471999999995,-8.415222,EN101,97.15,1,0,0,2.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,QUINTA-FEIRA ,0,2,59,2009-07-22,14,ligeiro,Sim,Sim,Nao,97.8,1,4,59,2253
42458,2007273383,Braga,41.564068,-8.786214999999999,EN(d)13,48.0,2,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,2,12,2007-01-25,18,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
42465,2007280490,Braga,41.550659,-8.757731,A28,50.7,1,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Com inclinação,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,12,2007-04-05,3,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
42477,2007275114,Braga,41.389728999999996,-8.003312,ER101-4,27.05,1,0,0,1.0,50,Berma não pavimentada,Húmido,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,"Noite, com iluminação",Com inclinação,Curva,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,12,2007-02-18,20,ligeiro,Nao,Nao,Nao,10.9,1,1,12,84
42479,2007275712,Braga,41.563657,-8.785967999999999,EN(d)13,47.95,2,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,2,12,2007-02-12,20,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
42504,2007285303,Braga,41.735974,-8.417332,EN101,65.74,1,0,0,1.0,50,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Aurora ou crepúsculo,Com inclinação,Curva,Em plena via,Colisão,SÁBADO       ,1,2,12,2007-06-10,5,ligeiro,Nao,Sim,Nao,10.9,1,1,12,84
42506,2007285277,Braga,41.550989,-8.782842,EN(d)13,46.5,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Despiste,SÁBADO       ,1,1,12,2007-06-10,16,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42510,2007297435,Braga,41.442917,-8.492818,A3,33.78,0,1,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Em patamar,Curva,Em plena via,Despiste,DOMINGO      ,0,1,12,2007-10-14,21,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
42523,2007293655,Braga,41.735855,-8.41076,EN101,66.5,4,0,0,1.0,50,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,NÃO DEFINIDO,Fora das localidades,"Noite, sem iluminação",Com inclinação,Curva,Em plena via,Colisão,QUARTA-FEIRA ,0,2,12,2007-08-26,22,ligeiro,Nao,Sim,Nao,10.9,1,1,12,84
42524,2007293656,Braga,41.734755,-8.410617,EN101,66.65,2,0,0,1.0,90,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Recta,Na berma,Despiste,TERÇA-FEIRA  ,0,1,12,2007-08-25,16,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42527,2007294592,Braga,41.546046000000004,-8.782449,EN(d)13,45.95,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,12,2007-09-06,20,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
42534,2007296251,Braga,41.446067,-8.492909,A3,34.13,1,0,0,2.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,QUINTA-FEIRA ,0,4,12,2007-09-30,10,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
42544,2008308052,Braga,41.462384,-8.174228,ER207,52.95,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Fora das localidades,"Noite, com iluminação",Com inclinação,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,12,2008-01-23,19,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
42546,2008308547,Braga,41.549759,-8.757785,A28,50.6,1,0,0,2.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Com inclinação,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,12,2008-01-03,18,ligeiro,Nao,Sim,Nao,10.9,1,1,12,84
42554,2008301949,Braga,41.543782,-8.782263,EN(d)13,45.7,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,12,2007-11-26,10,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42555,2008302174,Braga,41.702356,-8.336034,EN205-3,12.45,3,0,0,1.0,50,Berma não pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,QUINTA-FEIRA ,0,3,12,2007-11-20,7,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
42556,2008302179,Braga,41.435932,-8.496175,A3,32.95,2,0,0,3.0,120,Berma não pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,DOMINGO      ,0,2,12,2007-11-23,14,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42562,2008304472,Braga,41.447258000000005,-8.493714,EN14,34.3,2,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SÁBADO       ,0,2,12,2007-12-15,15,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42580,2008321678,Braga,41.544395,-8.757253,A28,50.0,1,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Com inclinação,Recta,Em plena via,Despiste,SEGUNDA-FEIRA,0,1,12,2008-03-06,21,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
42583,2008322150,Braga,41.547936,-8.782595,EN(d)13,46.16,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Despiste,SEXTA-FEIRA  ,0,1,12,2008-03-26,12,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42586,2008333886,Braga,41.559973,-8.783675,EN(d)13,47.5,1,0,0,2.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Despiste,SÁBADO       ,0,1,12,2008-07-24,16,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42597,2009360843,Braga,41.439765,-8.496311,EN14,33.5,2,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,12,2009-02-28,18,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
42603,2009359230,Braga,41.544214000000004,-8.757201,A28,49.98,2,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Despiste,DOMINGO      ,0,1,12,2009-02-16,15,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42608,2008344000,Braga,41.557283,-8.783338,EN(d)13,47.2,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Na berma,Colisão,DOMINGO      ,0,2,12,2008-10-13,18,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42610,2008344747,Braga,41.442256,-8.493021,A3,33.7,1,0,0,2.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Despiste,QUINTA-FEIRA ,0,1,12,2008-10-16,10,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
42616,2008341678,Braga,41.554581,-8.783121000000001,EN(d)13,46.9,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,12,2008-09-10,12,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42618,2009349173,Braga,41.448277000000004,-8.491502,A3,34.4,1,0,0,2.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,QUARTA-FEIRA ,0,1,12,2008-11-30,14,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
42640,2008339847,Braga,41.564964,-8.786767,EN(d)13,48.11,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Despiste,SEXTA-FEIRA  ,0,1,12,2008-09-19,17,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42649,2009387160,Braga,41.556381,-8.783263,EN(d)13,47.1,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SÁBADO       ,0,3,12,2009-05-22,18,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42663,2009400476,Braga,41.546162,-8.757725,A28,50.2,1,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Despiste,SEGUNDA-FEIRA,0,2,12,2009-07-31,9,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42688,2009367394,Braga,41.638832,-8.645475999999999,ER308,10.2,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,12,2009-03-25,18,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42693,2009408791,Braga,41.440714,-8.496396,EN14,33.6,0,1,0,2.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SEXTA-FEIRA  ,1,2,12,2009-08-15,18,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42701,2009409736,Braga,41.564882,-8.786716,EN(d)13,48.1,1,0,0,2.0,40,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Em rotunda,Dentro das localidades,"Noite, com iluminação",Em patamar,Curva,Em plena via,Despiste,QUARTA-FEIRA ,0,1,12,2009-08-13,0,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
42703,2009409894,Braga,41.552786,-8.78298,EN(d)13,46.7,2,0,0,2.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Na berma,Despiste,QUINTA-FEIRA ,0,1,12,2009-08-08,4,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
42720,2010425223,Braga,41.468876,-8.176035,ER207,53.9,0,1,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Na berma,Despiste,TERÇA-FEIRA  ,0,1,12,2009-10-31,7,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42723,2010433717,Braga,41.442559,-8.492916000000001,A3,33.74,2,0,0,2.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Despiste,SEXTA-FEIRA  ,1,1,12,2009-12-01,15,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
42731,2010432534,Braga,41.442431,-8.492958999999999,A3,33.72,2,0,0,2.0,120,Berma pavimentada,"Com gelo, geada ou neve",Sentido único,Granizo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,DOMINGO      ,0,5,12,2009-12-31,16,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
42737,2010452638,Braga,41.436726,-8.495613,A3,33.05,2,0,0,3.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Despiste,SEGUNDA-FEIRA,0,1,12,2010-03-27,12,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42738,2010442036,Braga,41.437329,-8.495173,A3,33.13,1,0,0,3.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,12,2010-01-08,14,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42739,2010442037,Braga,41.447303000000005,-8.492366,A3,34.27,1,0,0,3.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,SEXTA-FEIRA  ,0,1,12,2010-01-10,13,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
42743,2010451230,Braga,41.5465,-8.782485000000001,EN(d)13,46.0,3,1,1,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,12,2010-03-27,23,grave,Nao,Nao,Sim,10.9,1,1,12,84
